premise,date,treatment,kwh,gp_1,gp_2,gp_3,gp_4,tempf
2,06/05/2023,1,.4431914,.4358992,.4582472,.4443142,.4502152,60.0425
2,06/06/2023,1,.4099208,.4181509,.4748795,.4403056,.4572518,61.106
2,06/07/2023,1,.3902038,.4060463,.4470465,.4305764,.4339653,61.97429
2,06/08/2023,1,.3584754,.4140543,.437064,.4370878,.4234629,61.91343
2,06/09/2023,1,.366718,.4034927,.4642678,.4177447,.4347919,59.74893
2,06/10/2023,1,.4186546,.4437226,.4747689,.4404333,.4243389,57.73014
2,06/11/2023,1,.3958806,.4492601,.4673117,.456675,.4447261,59.81943
2,06/12/2023,1,.4173504,.448645,.4499545,.4383516,.4353489,61.13279
2,06/13/2023,1,.4047051,.421912,.445484,.4472336,.4374359,60.96671
2,06/14/2023,1,.4151557,.41562,.4590714,.4355122,.4337541,60.93671
2,06/15/2023,1,.3586785,.4130799,.4485712,.4343376,.4354191,61.55579
2,06/16/2023,1,.4138657,.4077394,.4485368,.4287919,.4222915,62.43757
2,06/17/2023,1,.3715611,.4363683,.4494422,.4200888,.4198031,61.51743
2,06/18/2023,1,.3550075,.4218019,.4646205,.4366699,.4278483,61.35393
2,06/19/2023,1,.4306575,.4267929,.4489616,.4317793,.4427754,59.40221
2,06/20/2023,1,.362024,.4101647,.4421028,.4242727,.4312997,59.51471
2,06/21/2023,1,.3688987,.4115732,.4362266,.4306526,.4206228,58.11907
2,06/22/2023,1,.3719738,.4170707,.4478038,.437991,.4243989,59.5175
2,06/23/2023,1,.340687,.4368812,.4367158,.4305114,.4413159,60.23214
2,06/24/2023,1,.373338,.4338655,.443406,.4414445,.4241669,59.64543
2,06/25/2023,1,.4017611,.4531028,.4448072,.4683275,.4324664,58.71479
2,06/26/2023,1,.4365676,.4313762,.4428228,.4543385,.4480501,57.86214
2,06/27/2023,1,.4140358,.4249863,.4440145,.4516267,.4345119,57.35043
2,06/28/2023,1,.3790224,.4339814,.4348801,.4582269,.436356,57.50964
2,06/29/2023,1,.3697632,.4387917,.4395339,.4615528,.4273924,60.11514
2,06/30/2023,1,.330196,.4328829,.4467681,.4348808,.4578121,61.8965
2,07/01/2023,1,.4134526,.4759856,.4909577,.4725858,.4635023,66.92578
2,07/02/2023,1,.4146018,.4887931,.5024857,.5102294,.5013604,68.16436
2,07/03/2023,1,.3399852,.4452357,.4695241,.4744774,.4623497,63.206
2,07/04/2023,1,.3769867,.4162496,.4749286,.4558077,.4268911,61.29029
2,07/05/2023,1,.3676856,.408877,.4388488,.4419434,.433415,61.55857
2,07/06/2023,1,.3507655,.4138516,.4363169,.4409943,.4347719,60.51414
2,07/07/2023,1,.3639027,.4108013,.4472416,.4397424,.4495048,58.48486
2,07/08/2023,1,.3767333,.4464197,.4399159,.444303,.4282707,59.08678
2,07/09/2023,1,.423979,.4470181,.4536943,.4693263,.4322648,58.63057
2,07/10/2023,1,.4045802,.4166827,.4391603,.4452355,.4591562,59.72536
2,07/11/2023,1,.3628511,.42641,.4475452,.4504285,.4516315,61.70536
2,07/12/2023,1,.363056,.4154815,.4541176,.4504254,.445484,60.49871
2,07/13/2023,1,.3747011,.4161423,.4454901,.4539227,.4560078,62.49864
2,07/14/2023,1,.3988655,.4233423,.4620903,.4564101,.4604158,62.24429
2,07/15/2023,1,.4522455,.4429916,.47098,.4414978,.4713602,63.3725
2,07/16/2023,1,.4776564,.5032221,.496442,.4966094,.5217381,65.15536
2,07/17/2023,1,.4435236,.4519254,.4905564,.4720478,.5010006,66.41493
2,07/18/2023,1,.381044,.4293256,.4504937,.4538372,.4749757,62.71571
2,07/19/2023,1,.3431424,.4239476,.4455695,.4540191,.4563622,61.4015
2,07/20/2023,1,.3991018,.4182752,.4511873,.4447463,.4688756,62.87964
2,07/21/2023,1,.3851189,.4313323,.4675827,.4501355,.489638,63.27993
2,07/22/2023,1,.4289729,.4700508,.4857432,.4576584,.4884029,64.69485
2,07/23/2023,1,.4298336,.4795163,.4815645,.4722148,.5021813,64.76407
2,07/24/2023,1,.3568116,.4156322,.4483088,.4453118,.4841827,63.47838
2,07/25/2023,1,.3845159,.4380024,.4649364,.4446319,.48492,65.4789
2,07/26/2023,1,.3441224,.424487,.4542995,.4526408,.4763106,63.14243
2,07/27/2023,1,.3247243,.4118989,.448492,.4405444,.4500262,62.37566
2,07/28/2023,1,.3353548,.4137811,.4361077,.4388257,.4556265,63.13338
2,07/29/2023,1,.3488477,.4394567,.4552301,.4402384,.4408511,62.68845
2,07/30/2023,1,.3837892,.4714333,.4638453,.4561169,.4570017,63.58603
2,07/31/2023,1,.3764777,.4386325,.4569479,.4458716,.4749585,63.36412
2,08/01/2023,1,.3550925,.433419,.4711766,.4525747,.4563417,61.85397
2,08/02/2023,1,.4027474,.4176192,.4456602,.4488402,.4419923,61.80698
2,08/03/2023,1,.3777831,.4198905,.4532955,.4460522,.4515282,61.30272
2,08/04/2023,1,.3918609,.4241859,.4378329,.4461917,.461298,62.90309
2,08/05/2023,1,.3690185,.4342425,.4612143,.4492246,.461858,63.87191
2,08/06/2023,1,.4970727,.4720338,.5031503,.4909076,.5132257,66.51478
2,08/07/2023,1,.4913332,.4543567,.5051779,.4884334,.519656,66.76669
2,08/08/2023,1,.4327091,.4267065,.4696973,.4845434,.4794857,64.56897
2,08/09/2023,1,.3676643,.4271384,.4597957,.4587759,.4614912,63.51765
2,08/10/2023,1,.3945309,.4204399,.4612167,.451497,.4598796,65.34743
2,08/11/2023,1,.4510914,.4195365,.4539533,.453426,.4795499,65.76037
2,08/12/2023,1,.4574726,.4684534,.4827441,.4582874,.4729061,65.90091
2,08/13/2023,1,.4389824,.4964485,.5126299,.5002885,.5146633,66.38023
2,08/14/2023,1,.4332737,.4539232,.4850569,.4841777,.5138818,67.05727
2,08/15/2023,1,.4320247,.4763143,.5071418,.4845394,.5275993,67.36137
2,08/16/2023,1,.427835,.4727544,.5005891,.5008913,.5272435,67.21181
2,08/17/2023,1,.4417509,.4613375,.4971302,.4802002,.5025588,66.12886
2,08/18/2023,1,.4019497,.4282148,.4794788,.4588837,.4933201,67.49773
2,08/19/2023,1,.4132761,.4658279,.4893246,.4617066,.4744329,65.72455
2,08/20/2023,1,.482053,.4970716,.5346267,.5169139,.5292603,70.35728
2,08/21/2023,1,.5246255,.4571578,.501518,.4871619,.4999827,69.13227
2,08/22/2023,1,.4713328,.4487616,.5013762,.4876998,.5004146,69.65818
2,08/23/2023,1,.4598537,.4973714,.5507388,.5173777,.5465301,72.75409
2,08/24/2023,1,.4442765,.4680642,.5281361,.5043905,.5456863,69.92909
2,08/25/2023,1,.4364092,.441754,.4762016,.4571922,.4688906,65.60705
2,08/26/2023,1,.4566175,.4516642,.4633432,.452356,.4675051,63.29045
2,08/27/2023,1,.4264646,.4818413,.497781,.4744934,.4811376,64.69909
2,08/28/2023,1,.4013596,.4310864,.4820099,.4583839,.4944583,65.80409
2,08/29/2023,1,.4160253,.4335814,.4825706,.4630651,.4973266,66.64
2,08/30/2023,1,.4940549,.4802533,.5029268,.4941562,.5298778,71.4275
2,08/31/2023,1,.420349,.4477415,.468306,.4683681,.4882904,65.11568
2,09/01/2023,1,.4609655,.4150743,.4544134,.4616683,.4608302,64.22363
2,09/02/2023,1,.4439347,.4340387,.466423,.4643144,.4450545,66.37273
2,09/03/2023,1,.4437064,.4333879,.4596853,.4630628,.4457961,66.21568
2,09/04/2023,1,.4804063,.4537254,.4886719,.4715365,.4799789,63.92386
2,09/05/2023,1,.3970749,.4199478,.4601631,.4591715,.4798239,63.8225
2,09/06/2023,1,.3949386,.4146337,.4674646,.4506045,.4526353,63.87023
2,09/07/2023,1,.4028511,.4173202,.4481221,.4456871,.4478403,63.42205
2,09/08/2023,1,.4064158,.4079848,.4595639,.4411337,.4691041,64.06454
2,09/09/2023,1,.4248087,.4414848,.4800605,.4738038,.4384542,63.83182
2,09/10/2023,1,.4435471,.4353208,.4865652,.4737576,.4664505,62.97068
2,09/11/2023,1,.4284177,.4056256,.4566774,.4492049,.4651577,63.68477
2,09/12/2023,1,.4297314,.408271,.4639773,.4507721,.4560255,63.39636
2,09/13/2023,1,.412192,.4100938,.4521412,.4617719,.4463474,62.94682
2,09/14/2023,1,.4121015,.4132143,.4443283,.4401712,.4393022,63.47636
2,09/15/2023,1,.439176,.4113918,.4402287,.4497409,.4499121,64.32909
2,09/16/2023,1,.4321394,.4343386,.4594704,.4595872,.4367583,64.71204
2,09/17/2023,1,.4658333,.4525709,.4792472,.4849292,.446266,65.18341
2,09/18/2023,1,.4550822,.4067253,.4616594,.4628913,.4538824,64.88205
2,09/19/2023,1,.4188463,.4054283,.4478955,.4428198,.4540363,63.5525
2,09/20/2023,1,.4383869,.423761,.459776,.4586966,.4528614,63.02045
2,09/21/2023,1,.3893503,.3990337,.4383081,.4571656,.434815,62.63295
2,09/22/2023,1,.3974677,.4043063,.4390242,.45367,.4324673,61.79182
2,09/23/2023,1,.4464441,.4402726,.4479934,.4628834,.4345415,60.79795
2,09/24/2023,1,.4214963,.4413252,.4766879,.4866893,.4464718,61.76068
2,09/25/2023,1,.4165798,.4218858,.458225,.4532804,.4442862,65.33773
2,09/26/2023,1,.4129505,.4186532,.4618121,.4526781,.44432,65.43568
2,09/27/2023,1,.4067725,.4188985,.4527125,.4433905,.4377786,64.17977
2,09/28/2023,1,.4472087,.4089907,.4488183,.4500014,.4348491,63.87455
2,09/29/2023,1,.5089852,.4198219,.452167,.4480984,.43454,62.07887
2,09/30/2023,1,.4480567,.4388781,.4592553,.4617008,.4273941,60.29773
3,09/28/2021,0,.8366088,.8942469,.8395584,.7934923,.8271081,61.04831
3,09/29/2021,0,.8760384,.9039043,.8249424,.7879118,.8269427,59.52682
3,09/30/2021,0,.8869443,.8947697,.8281702,.8030263,.8439874,63.72966
3,10/01/2021,0,.8466623,.871536,.8496274,.8151048,.8832281,63.87743
3,10/02/2021,0,.9542113,.9600598,.8987953,.8076098,.8849928,61.93068
3,10/03/2021,0,1.046416,.9835624,.9524963,.8602485,.9119097,63.87358
3,10/04/2021,0,.9683266,.9208413,.891502,.8352665,.9141782,62.54993
3,10/05/2021,0,.8005034,.8964507,.8520333,.8077888,.8532955,58.97263
3,10/06/2021,0,.8421778,.8953479,.8632933,.8093176,.8230072,57.75926
3,10/07/2021,0,.835174,.8962479,.8776244,.8164781,.8255314,56.37358
3,10/08/2021,0,.9184699,.925024,.8840622,.8081903,.8251417,57.15135
3,10/09/2021,0,.9420454,.9010597,.8832784,.8318775,.8200225,58.76446
3,10/10/2021,0,.9526505,.9305158,.9061964,.8377138,.8277084,57.58797
3,10/11/2021,0,.8721966,.9034274,.9047682,.8442323,.8493819,57.32689
3,10/12/2021,0,.8571066,.9398128,.8864926,.8391361,.8259098,56.88541
3,10/13/2021,0,.9294208,.9408246,.9247877,.8395886,.8661878,54.2221
3,10/14/2021,0,.923445,.9635475,.8980543,.8167471,.8434153,57.55817
3,10/15/2021,0,.826874,.8812207,.8924295,.805755,.8331472,60.76453
3,10/16/2021,0,.9280345,.8785002,.8889462,.8039432,.8496845,62.65514
3,10/17/2021,0,1.031312,.9626926,.9652706,.8495263,.8690804,56.24405
3,10/18/2021,0,.8996151,.9723195,.955788,.8181356,.8557184,54.10878
3,10/19/2021,0,.9685767,.9988683,.9701192,.8547236,.8581975,55.61102
3,10/20/2021,0,.9462193,.9633765,.9669338,.8767124,.8756337,59.35088
3,10/21/2021,0,.85943,.8974968,.9124147,.8423851,.8642425,63.92567
3,10/22/2021,0,.8361828,.886997,.8979297,.8413124,.8515275,59.27892
3,10/23/2021,0,1.014594,.9596898,.949736,.8372017,.8450823,58.94466
3,10/24/2021,0,1.129013,1.09031,1.043212,.9228068,.8780624,60.42095
3,10/25/2021,0,1.0051,.9692342,.9677613,.8700431,.8422072,57.28696
3,10/26/2021,0,.9575311,.9915426,.9513152,.8632176,.8568458,57.28939
3,10/27/2021,0,.9985252,.9070451,.9253087,.8417835,.8270559,60.87338
3,10/28/2021,0,.9365627,.9017937,.8953053,.8257665,.8211241,63.1923
3,10/29/2021,0,.9184908,.8896863,.8894761,.8178973,.8456246,60.83041
3,10/30/2021,0,.9172885,.9423898,.9446679,.8382749,.8338664,58.31081
3,10/31/2021,0,1.002143,.9773949,.9504815,.8548329,.8408526,57.88655
3,11/01/2021,0,.9579116,.972026,.9534655,.891359,.8628231,59.45243
3,11/02/2021,0,.846961,.9086418,.9019285,.8395351,.8485731,60.63095
3,11/03/2021,0,.9229877,.9150017,.8824316,.8373529,.8334423,61.36128
3,11/04/2021,0,.896051,.8998066,.9218471,.8386019,.8336921,59.67237
3,11/05/2021,0,1.017085,.9629396,.9368562,.8606172,.8579253,55.82324
3,11/06/2021,0,.9782754,1.043097,1.005084,.8476037,.8471808,56.1721
3,11/07/2021,0,1.210339,1.09415,1.078649,.9327419,.8820854,53.72385
3,11/08/2021,0,1.023102,1.099602,1.056405,.9522045,.8993123,53.5402
3,11/09/2021,0,.9883858,1.007978,.995544,.9226451,.8964206,57.55899
3,11/10/2021,0,.9612518,.9126687,.9364442,.8785027,.8582993,58.83257
3,11/11/2021,0,1.001852,.9444898,.9268065,.8655989,.8650353,60.14081
3,11/12/2021,0,.9455905,.8886615,.9090226,.8541989,.8627779,60.28595
3,11/13/2021,0,1.021275,.9026337,.921652,.8435718,.8507988,59.46358
3,11/14/2021,0,1.011542,.9661415,.9677093,.8854175,.8782392,59.02189
3,11/15/2021,0,.9618059,1.020657,.9831151,.8974488,.8845748,56.13054
3,11/16/2021,0,.9151147,.9899699,.9801953,.8921821,.8928224,55.57534
3,11/17/2021,0,.9866149,1.028581,.9689588,.925104,.8834897,54.44365
3,11/18/2021,0,1.019815,1.022893,1.020581,.9616886,.9151119,53.82682
3,11/19/2021,0,.8943533,1.004857,1.001923,.9382989,.8799715,56.2098
3,11/20/2021,0,.9776123,1.03216,.9879304,.9082034,.8748238,56.4198
3,11/21/2021,0,1.085451,1.08308,1.046394,.948131,.8914723,56.78811
3,11/22/2021,0,1.11619,1.036767,1.018418,.9576969,.9294431,55.91061
3,11/23/2021,0,1.037012,1.030961,1.021961,.9435703,.9059753,53.15162
3,11/24/2021,0,1.137352,1.094777,1.084722,.9774316,.9620221,52.36635
3,11/25/2021,0,1.185918,1.132032,1.132386,.9877815,.9997253,53.01318
3,11/26/2021,0,1.124135,1.048488,1.021279,.9306415,.9103669,53.5327
3,11/27/2021,0,1.074763,1.03377,1.034366,.9241145,.905022,55.93291
3,11/28/2021,0,1.14008,1.052066,1.028732,.927669,.9132543,56.12791
3,11/29/2021,0,1.041841,1.035533,1.008654,.9080949,.9200457,54.63804
3,11/30/2021,0,1.045562,1.03647,1.004051,.9376655,.9096527,55.21088
3,12/01/2021,0,.98453,.9982069,.9903343,.8885027,.9261125,57.43635
3,12/02/2021,0,1.013357,1.020631,1.030915,.9270207,.9074757,52.98561
3,12/03/2021,0,1.025459,1.067149,1.058169,.9595192,.9407283,52.50054
3,12/04/2021,0,1.067405,1.091896,1.069394,.9647301,.9681861,52.14966
3,12/05/2021,0,1.215942,1.136244,1.112762,1.016341,1.001726,50.40115
3,12/06/2021,0,1.238649,1.199099,1.17525,1.080452,1.041922,50.21851
3,12/07/2021,0,1.176309,1.091959,1.063535,1.019558,1.005248,53.71574
3,12/08/2021,0,1.121311,1.136624,1.145463,1.035787,1.036486,52.7
3,12/09/2021,0,1.091121,1.133934,1.133678,1.036847,1.029368,50.64946
3,12/10/2021,0,1.087646,1.213358,1.19855,1.102082,1.081172,46.54899
3,12/11/2021,0,1.214392,1.26358,1.245615,1.149086,1.089569,46.69554
3,12/12/2021,0,1.404677,1.312097,1.325917,1.21054,1.121648,50.13662
3,12/13/2021,0,1.245869,1.266769,1.248439,1.160816,1.108303,51.6952
3,12/14/2021,0,1.287971,1.296936,1.25439,1.179026,1.117416,45.45196
3,12/15/2021,0,1.236112,1.353631,1.329464,1.233917,1.125639,47.56027
3,12/16/2021,0,1.204303,1.227388,1.198525,1.141496,1.068566,50.16257
3,12/17/2021,0,1.185935,1.253305,1.257283,1.199093,1.113998,45.36804
3,12/18/2021,0,1.239914,1.330884,1.317248,1.233264,1.11479,44.39709
3,12/19/2021,0,1.414527,1.352168,1.33801,1.277517,1.166857,45.85777
3,12/20/2021,0,1.217872,1.312236,1.307948,1.240548,1.146212,48.88736
3,12/21/2021,0,1.233114,1.315874,1.318878,1.237226,1.128201,48.54358
3,12/22/2021,0,1.240486,1.27543,1.307733,1.187249,1.121433,51.92324
3,12/23/2021,0,1.17033,1.180684,1.208045,1.110342,1.110767,54.04007
3,12/24/2021,0,1.275036,1.232998,1.220692,1.154121,1.0946,50.16257
3,12/25/2021,0,1.357309,1.34495,1.35407,1.209703,1.163942,48.14385
3,12/26/2021,0,1.365941,1.352825,1.355564,1.261081,1.195927,46.13527
3,12/27/2021,0,1.308057,1.305833,1.301822,1.245947,1.171472,46.04953
3,12/28/2021,0,1.273597,1.31012,1.377431,1.281913,1.234895,45.37007
3,12/29/2021,0,1.198747,1.317071,1.341736,1.293374,1.179274,47.23351
3,12/30/2021,0,1.336114,1.235553,1.280753,1.220954,1.134214,46.90939
3,12/31/2021,0,1.267409,1.271794,1.301323,1.255266,1.182921,48.00581
3,01/01/2022,0,1.311751,1.335257,1.368629,1.302163,1.161764,42.87662
3,01/02/2022,0,1.387164,1.344972,1.378168,1.303618,1.175428,44.62574
3,01/03/2022,0,1.234241,1.278665,1.307617,1.218046,1.176036,50.00588
3,01/04/2022,0,1.107053,1.176568,1.189371,1.14902,1.062731,52.03939
3,01/05/2022,0,1.141183,1.133201,1.124918,1.042853,1.043155,53.23493
3,01/06/2022,0,1.071774,1.124455,1.140463,1.048307,1.039095,52.75777
3,01/07/2022,0,1.044607,1.137783,1.16561,1.089236,1.054299,51.11628
3,01/08/2022,0,1.15888,1.225549,1.189978,1.115947,1.077231,48.55311
3,01/09/2022,0,1.28383,1.248645,1.228288,1.138279,1.088022,49.0398
3,01/10/2022,0,1.153088,1.159356,1.131182,1.078387,1.025101,52.73912
3,01/11/2022,0,1.067036,1.16686,1.097579,1.077169,1.007572,51.75095
3,01/12/2022,0,1.06059,1.125492,1.101213,1.056116,1.010392,52.59541
3,01/13/2022,0,1.05982,1.141901,1.081573,1.064527,1.029328,51.39986
3,01/14/2022,0,1.06434,1.141261,1.090734,1.056942,1.021675,50.73845
3,01/15/2022,0,1.096172,1.154423,1.098379,1.047379,1.029575,52.68581
3,01/16/2022,0,1.016889,1.167277,1.063821,1.046449,.968662,53.89696
3,01/17/2022,0,1.156833,1.115449,1.104102,1.036149,.9941347,51.56405
3,01/18/2022,0,.9698787,1.187725,1.104173,1.066377,1.00299,50.14939
3,01/19/2022,0,.9767378,1.133099,1.086549,1.034778,1.014082,49.69797
3,01/20/2022,0,1.116355,1.127639,1.05197,1.034001,.9952447,50.92108
3,01/21/2022,0,1.023487,1.106462,1.06169,1.016823,.9889645,54.03277
3,01/22/2022,0,1.038581,1.072065,1.06764,.9611057,.9298857,55.53926
3,01/23/2022,0,1.173942,1.14264,1.101346,1.015412,.980694,51.78439
3,01/24/2022,0,1.085975,1.139659,1.112426,1.04969,1.006077,48.76797
3,01/25/2022,0,1.050697,1.16374,1.129378,1.060153,1.036182,47.53108
3,01/26/2022,0,1.086864,1.173381,1.102362,1.032361,1.017656,48.31858
3,01/27/2022,0,1.115664,1.135902,1.094465,1.029847,1.017492,49.59237
3,01/28/2022,0,.9730074,1.095476,1.111027,1.018897,.9872988,51.40534
3,01/29/2022,0,1.103226,1.126016,1.110055,1.005013,.9966304,50.0748
3,01/30/2022,0,1.124135,1.197873,1.173563,1.065251,1.008556,48.48926
3,01/31/2022,0,1.020128,1.173257,1.176974,1.087559,1.020318,48.7027
3,02/01/2022,0,1.023932,1.189004,1.148724,1.05375,1.039054,49.70507
3,02/02/2022,0,1.133435,1.149582,1.118309,1.034061,1.004273,52.18879
3,02/03/2022,0,1.012573,1.137749,1.089171,1.032593,.9906582,48.76048
3,02/04/2022,0,1.021199,1.125614,1.066274,1.018611,.9703492,49.60128
3,02/05/2022,0,1.064494,1.15618,1.075709,1.032219,.9995753,50.09223
3,02/06/2022,0,1.188351,1.149666,1.109834,1.052068,.9829273,50.41493
3,02/07/2022,0,1.04406,1.117022,1.082553,.9794124,.9770057,50.27345
3,02/08/2022,0,1.051098,1.074304,1.037194,.9611777,.9390817,53.06973
3,02/09/2022,0,.9911009,.9825425,.9811149,.9309466,.9267859,58.6248
3,02/10/2022,0,.9172191,.9466638,.9448139,.8668143,.8613437,61.62338
3,02/11/2022,0,.8735367,.9118938,.9133853,.8492219,.8671421,59.36486
3,02/12/2022,0,1.004651,.9349241,.876429,.8410676,.8471875,59.21953
3,02/13/2022,0,1.007084,.9619088,.9271519,.8952463,.8448201,54.56182
3,02/14/2022,0,1.073541,1.07519,1.0105,.9396117,.9230117,50.28824
3,02/15/2022,0,1.027057,1.123889,1.026006,.9662443,.9575434,50.69912
3,02/16/2022,0,1.045576,1.084716,1.043292,.9346819,.9366091,52.71378
3,02/17/2022,0,.9745706,1.041068,.9754624,.8870448,.9118642,53.23372
3,02/18/2022,0,1.040296,1.03682,.9974632,.9022388,.9041848,51.41101
3,02/19/2022,0,1.010208,1.045305,.96834,.9043953,.900407,51.86061
3,02/20/2022,0,1.070896,1.104002,1.073489,.9509886,.9141268,49.3773
3,02/21/2022,0,1.137956,1.15948,1.108031,1.011726,.979954,47.96446
3,02/22/2022,0,1.074089,1.217322,1.169798,1.037478,1.019168,45.43433
3,02/23/2022,0,1.146437,1.204883,1.201272,1.069757,1.075482,43.33068
3,02/24/2022,0,1.057022,1.192531,1.225624,1.044021,1.047374,44.13216
3,02/25/2022,0,1.078681,1.170897,1.155156,1.02485,1.020148,45.50892
3,02/26/2022,0,1.054001,1.187996,1.157467,1.025936,1.050958,49.02763
3,02/27/2022,0,1.035774,1.089185,1.081866,.9496189,.9476975,54.45216
3,02/28/2022,0,.8747275,1.003217,.987155,.8932837,.9042985,56.51061
3,03/01/2022,0,.9498777,.981734,.9454818,.8694717,.9002858,56.22358
3,03/02/2022,0,.8985439,.9992195,.9463165,.8644366,.9057255,54.86973
3,03/03/2022,0,1.102897,1.049039,1.036021,.9367115,.9497856,51.77588
3,03/04/2022,0,1.136961,1.093776,1.020077,.9520102,.9330763,49.87615
3,03/05/2022,0,1.105074,1.17142,1.120505,.9967248,.9694324,48.09317
3,03/06/2022,0,1.162556,1.141363,1.087687,.9943629,.9755047,47.78061
3,03/07/2022,0,1.148348,1.083855,1.051019,.9477577,.9630075,51.14811
3,03/08/2022,0,.9782366,1.025103,.9944717,.9091539,.8934962,52.92966
3,03/09/2022,0,1.06985,1.035266,.9886943,.9168354,.9293125,51.20608
3,03/10/2022,0,1.048025,1.040348,.9982916,.892917,.9196567,52.50317
3,03/11/2022,0,.9592937,1.029193,.9756015,.8974852,.8847799,51.97047
3,03/12/2022,0,1.098704,1.094014,1.007165,.9352992,.9158829,50.54446
3,03/13/2022,0,1.044831,1.083329,1.020773,.918362,.9042515,53.89337
3,03/14/2022,0,1.027355,1.025858,.9918904,.8887649,.8937461,54.19027
3,03/15/2022,0,.9460703,.98,.9279995,.8630779,.8562095,56.20392
3,03/16/2022,0,.9497797,1.002786,.9385645,.8460177,.888763,53.03385
3,03/17/2022,0,1.040438,1.036252,.9901995,.8591879,.8879478,52.28122
3,03/18/2022,0,1.045194,1.008682,.9648465,.8543479,.8548766,52.4304
3,03/19/2022,0,1.104111,1.077089,1.018111,.931733,.9375204,51.8904
3,03/20/2022,0,1.08498,1.065166,1.051289,.9212709,.9277274,51.62487
3,03/21/2022,0,1.052766,.9781041,.964099,.8905676,.8775647,54.00642
3,03/22/2022,0,.934198,.9343386,.9029843,.8028088,.8480067,59.99527
3,03/23/2022,0,.9933154,.9275898,.9173013,.8253242,.8453703,53.86493
3,03/24/2022,0,.8722625,.9965716,.9555134,.8402771,.8828221,51.67372
3,03/25/2022,0,.9048828,.9716361,.9837808,.8433961,.9026226,52.15615
3,03/26/2022,0,.9944738,1.004075,.9690155,.82028,.8567058,53.43601
3,03/27/2022,0,1.047537,1.011283,1.020637,.8504266,.8788034,55.28831
3,03/28/2022,0,1.023339,.983918,.9596738,.8636606,.8613222,54.96561
3,03/29/2022,0,1.010408,1.023374,.9744821,.8813339,.8823575,52.72027
3,03/30/2022,0,.9770742,1.066115,.99281,.8906353,.9010715,52.48615
3,03/31/2022,0,.97091,1.01222,.9562356,.8578719,.8593296,52.22264
3,04/01/2022,0,.8839803,.9765029,.9443281,.8280243,.8455024,52.91608
3,04/02/2022,0,.9905526,.9859295,.939256,.8283557,.8534634,54.62446
3,04/03/2022,0,1.039548,.9584025,.9608724,.8424054,.8478877,53.53939
3,04/04/2022,0,.9354741,.9376314,.9748265,.8674227,.8604587,54.91149
3,04/05/2022,0,.9216748,.8962623,.9218382,.8124908,.8449634,55.51534
3,04/06/2022,0,.8616241,.883528,.904863,.788272,.8493991,61.35014
3,04/07/2022,0,.9289253,.8582702,.8971,.8079124,.8825814,66.12642
3,04/08/2022,0,.8820072,.8428638,.8910135,.8150573,.8553665,60.18845
3,04/09/2022,0,.9978396,.8627734,.9019626,.7914827,.8209032,54.94027
3,04/10/2022,0,1.03261,.953369,.963436,.8299663,.8623595,54.0204
3,04/11/2022,0,1.133724,.9929671,.9884712,.8917453,.85852,49.89135
3,04/12/2022,0,1.068597,1.017098,1.014321,.8901032,.8922235,48.76534
3,04/13/2022,0,.9829942,1.028994,1.020492,.9034682,.920224,50.06425
3,04/14/2022,0,.9910354,1.033445,1.000229,.9110233,.8944549,53.19257
3,04/15/2022,0,.9046507,.9712979,.9387159,.8712231,.8709124,52.21919
3,04/16/2022,0,1.023947,.978866,.9622602,.8709247,.8706561,53.06567
3,04/17/2022,0,1.161046,1.019069,1.025619,.8964066,.8848057,50.58987
3,04/18/2022,0,1.018726,.985229,1.002462,.8809906,.9017035,54.10838
3,04/19/2022,0,.9694337,.9537489,.9059829,.8188821,.8568646,55.97568
3,04/20/2022,0,.9267866,.9481253,.9140951,.8315122,.8630408,56.95939
3,04/21/2022,0,.9057576,.916796,.9122118,.821975,.8515911,56.01804
3,04/22/2022,0,.8434077,.912391,.9059907,.8154125,.8529003,53.87061
3,04/23/2022,0,1.088252,.9400994,.9050863,.8334737,.8494647,54.47993
3,04/24/2022,0,1.016342,.95491,.9252242,.8378319,.8553318,55.03493
3,04/25/2022,0,.9749191,.9204664,.8846493,.8134538,.8477482,55.86115
3,04/26/2022,0,.9397998,.917434,.8780271,.8125251,.8251731,54.2525
3,04/27/2022,0,.9826256,.9833517,.8852445,.8227731,.8485291,52.57372
3,04/28/2022,0,.9336324,.9590226,.9323396,.8240451,.8303914,52.79182
3,04/29/2022,0,1.011225,.8959215,.9230506,.7984473,.843101,54.86568
3,04/30/2022,0,.9718856,.9569454,.9152911,.8165316,.8140701,56.00203
3,05/01/2022,0,1.043136,.9295032,.9233754,.8259228,.8281882,55.17094
3,05/02/2022,0,.9768243,.9337687,.9060379,.8313453,.8212238,54.34818
3,05/03/2022,0,.9347212,.910354,.8531889,.7997962,.8289816,56.66142
3,05/04/2022,0,.9634202,.8990893,.8336124,.786165,.8388645,56.00101
3,05/05/2022,0,.8860197,.911261,.8588454,.7669548,.8164396,56.20676
3,05/06/2022,0,.9670821,.8884186,.8183166,.7695214,.8314483,59.36466
3,05/07/2022,0,.8731331,.9204729,.8531373,.7912339,.8146787,56.23392
3,05/08/2022,0,1.005136,.9943269,.9122795,.8292559,.8364027,52.31487
3,05/09/2022,0,.9876625,.9991005,.9108697,.8529166,.8889517,50.59473
3,05/10/2022,0,1.001765,.9738559,.8989418,.8465644,.8472282,50.92048
